magnitude,location,longitude,latitude
1.18,10 km E of San Simeon,-121.08,35.66
1.28,22 km E of Little Lake,-117.6603333,35.9651667
1.9,7 km SE of Bear Creek,-149.3117,60.1144
2.02,23 km E of Little Lake,-117.6575,35.9648333
1.16,2 km  of The Geysers,-122.77,38.79
2.92,93 km SW of Lanai City,-157.443833333333,20.1421666666667
1.5,24 km NW of Grapevine,-119.125,35.0813333
1.54,9 km S of Ellensburg,-120.5685,46.909666666666666
1.2,3 km WSW of Houston,-149.8769,61.6221
1.3,51 km WNW of Beluga,-151.8934,61.3844
1.27,3 km SE of San Jacinto,-116.9301667,33.7678333
0.1,9 km S of Crocker,-122.08333333333333,46.994166666666665
2.1,20 km S of Susitna,-150.4864,61.3578
1.45,4 km NNW of Minco,-97.96583333,35.35183333
1.2,28 km ESE of Lowell Point,-148.9632,59.9745
1.09,7 km N of Borrego Springs,-116.3868333,33.3183333
0.78,2 km ESE of The Geysers,-122.74,38.77
0.9,8 km WNW of Cobb,-122.81,38.83
2.05,11 km S of Fern Forest,-155.127166666667,19.3616666666667
2.32999992,21 km ESE of Naalehu,-155.384002685547,19.0275001525879
0.94,10 km NW of The Geysers,-122.84,38.84
1.18,4 km W of Borrego Springs,-116.4225,33.2493333
1.92,8 km SSW of Santa Clarita,-118.5366667,34.3496667
1.88999999,11 km ESE of Pāhala,-155.383834838867,19.1496658325195
1.4,60 km WNW of Cantwell,-150.1264,63.5333
0.27,7 km WNW of Cobb,-122.81,38.83
-0.09,22 km WSW of Akutan,-166.103333333333,54.0606666666667
4.9,182 km NE of Neiafu,-172.7057,-17.5423
2.66,3 km WNW of Orocovis,-66.4206666666667,18.2443333333333
0.66,39 km NNE of King Cove,-161.997333333333,55.3656666666667
2.1,15 km NNE of Hermleigh,-100.694,32.768
0.9,60 km WNW of Tyonek,-152.176,61.2685
1.9,13 km SSE of Volcano,-155.176330566406,19.3320007324219
3.5,63 km NE of Ouzinkie,-151.6405,58.2693
1.45,22 km NW of Grapevine,-119.0885,35.0876667
1.61,4 km SSW of Union City,-97.9665,35.3535
1.4,61 km W of Anchor Point,-152.9216,59.8157
5,58 km SSE of Ruteng,120.5767,-9.1276
1.3,42 km SSW of Dot Lake Village,-144.3586,63.2926
2.19,7 km SSE of Pāhala,-155.445007324219,19.1446666717529
1.35,21 km NW of Grapevine,-119.0915,35.0761667
1.6,5 km ENE of Nikolaevsk,-151.5278,59.8335
1,43 km E of Pleasant Valley,-145.9557,64.8769
1.38,24 km E of Maricopa,-119.1393333,35.093
1.2,50 km SSE of Nelchina,-146.3525,61.5859
1.7,12 km NW of Beluga,-151.2477,61.2181
2.8,15 km NNE of Atka,-174.089,52.3179
0.99,10 km NW of The Geysers,-122.84,38.84
1.79,8 km SE of Katie,-97.28616667,34.5325
0.1,86 km NW of Karluk,-155.340666666667,58.1855
1.9,53 km NW of Rampart,-150.9738,65.848
1.69,12 km WNW of Danville,-118.64883333333333,49.05433333333333
-0.38,66 km WNW of Tyonek,-152.271666666667,61.2981666666667
1.87,4 km NNW of Minco,-97.95516667,35.35183333
2.29,5 km ESE of Elgin,-80.7385,34.1493333333333
2,55 km S of Whites City,-104.42,31.679
4.6,210 km NNW of Tobelo,127.0246,3.3494
4.8,151 km SSE of Tateyama,140.4682,33.7093
1.25,4 km NNW of Minco,-97.9665,35.35183333
2.00999999,5 km SW of Volcano,-155.265838623047,19.4004993438721
1.1,47 km S of Denali National Park,-151.7201,63.117
0.69,159 km W of Adak,-178.933666666667,51.6986666666667
1.58,23 km NW of Grapevine,-119.112,35.0873333
0.82,7 km NW of The Geysers,-122.82,38.81
0,149 km W of Adak,-178.795833333333,51.7641666666667
1.86,6 km NW of The Geysers,-122.81,38.81
4.8,100 km SW of Kýthira,22.3543,35.401
2.45,3 km SW of Banning,-116.8938333,33.9058333
0.71,14 km NE of Milford,-112.896333333333,38.4958333333333
-0.02,8 km NNW of The Geysers,-122.82,38.83
0.36,14 km NE of Milford,-112.898,38.4945
1.37,25 km SW of Maricopa,-119.6088333,34.9063333
0.17,10 km NW of The Geysers,-122.86,38.83
1.4,34 km WNW of Central,-145.4552,65.7196
0.68,2 km E of Winchester,-117.0626667,33.709
1.74000001,3 km SSW of Pāhala,-155.495162963867,19.1718330383301
1.05,2 km NNE of The Geysers,-122.75,38.79
0.83,38 km WSW of Unalaska,-167.029666666667,53.6943333333333
1.65,23 km SW of Lamont,-119.0816667,35.1093333
1.01,10 km ESE of Alpine,-116.6608333,32.8028333
1.6,31 km WSW of Ackerly,-102.019,32.403
1.44,20 km NW of Grapevine,-119.0903333,35.0688333
4.5,south of the Fiji Islands,-179.7042,-23.4272
1.66,19 km SW of La Quinta,-116.4343333,33.5313333
1.8,60 km SW of Nanwalek,-152.7952,59.0438
0.38,7 km SSE of Quilcene,-122.83566666666667,47.761
1.93,24 km NW of Grapevine,-119.1181667,35.0971667
1.86,9 km S of Fern Forest,-155.13883972168,19.3775005340576
1.17,13 km ESE of Lincoln,-112.526,46.8955
1.59,14 km ENE of Ridgecrest,-117.5318333,35.6611667
0.7,8 km WNW of Cobb,-122.81,38.83
5.9,Kermadec Islands,-177.5593,-30.3877
0.48,25 km W of Dutch Harbor,-166.9335,53.8833333333333
1.19,24 km NW of Grapevine,-119.1098333,35.1003333
0.76,10 km NW of The Geysers,-122.85,38.82
1.57,4 km NNW of Minco,-97.95616667,35.35033333
1.18,3 km ENE of The Geysers,-122.73,38.79
1.78,3 km ENE of The Geysers,-122.73,38.79
0.51,13 km NE of Milford,-112.905166666667,38.482
1.3,32 km W of Denali Park,-149.5694,63.7246
0.6,8 km ESE of Ridgecrest,-117.5986667,35.5838333
1.38,23 km NW of Grapevine,-119.1023333,35.0898333
0.86,9 km WSW of Ivins,-113.7825,37.143
0.85,1 km NE of Oak Bay,-123.2815,48.4605
1.6,53 km S of Whites City,-104.435,31.693
1.87,2 km SSE of Pāhala,-155.468338012695,19.1791667938232
1.1,31 km WSW of Cantwell,-149.5168,63.2688
0.88,23 km N of Ridgecrest,-117.66,35.8275
0.6,51 km E of Beatty,-116.1825,36.9223
1.13,4 km NNW of Minco,-97.96433333,35.35116667
-0.01,4 km SE of Three Rivers,-121.42583333333333,43.79066666666667
1.3,7 km WNW of Cobb,-122.8,38.84
4.6,48 km NW of Aroa,-69.2069,10.7448
1.1,7 km WNW of Cobb,-122.8,38.84
2.4,88 km SSE of Perryville,-158.7948,55.1371
0.68,16 km SSW of Searles Valley,-117.4936667,35.6488333
1.58,24 km NW of Grapevine,-119.1093333,35.0958333
5.6,Fiji region,-179.3918,-21.6595
3.1,10 km WSW of Susitna,-150.6988,61.5173
1.8,115 km E of Cordova,-143.6712,60.4532
5,2 km E of Isehara,139.3412,35.3962
2.9,9 km NW of Indian Springs,-115.7325,36.6397
0.38,4 km SE of San Jacinto,-116.93,33.7628333
2.57,6 km NW of Belfair,-122.88183333333333,47.49166666666667
0.81,4 km WNW of Cobb,-122.77,38.82
0.51,7 km WNW of Cobb,-122.8,38.84
1.39,59 km WSW of Adak,-177.476166666667,51.7658333333333
1.7,39 km ESE of Pedro Bay,-153.4824,59.616
1.5,19 km WNW of Willow,-150.3798,61.8173
1.52,24 km NW of Grapevine,-119.1116667,35.0991667
0.68,4 km SW of Union City,-97.97083333,35.35816667
1.2,23 km N of Chickaloon,-148.3943,62.0092
0.82,6 km E of Calimesa,-116.9933333,33.9951667
